hotel_id,room_id,name,amenities
B-23899,RB-83393,Heritage,Blanket|Water bottle|Fan|Safe|Shower|Sofa|TV|Clothes rack|Hangers|Housekeeping|Hangers|Sanitizers|Housekeeping|Separate living room|Sanitizers|Cushions|Separate living room|Geyser|Cushions|Shower cap|Geyser|Towels|Shower cap|Desk|Towels|Trash can|Desk|Trash can|Air conditioning|Attached washroom|Blanket|Water bottle|Fan|Safe|Shower|Sofa|TV|Clothes rack|Air conditioning|Attached washroom
B-09385,RB-94756,Executive Studio Suite,Flat-panel TV|No rollaway/extra beds|No cribs (infant beds)|WiFi speed - 25+ Mbps|Free WiFi|Non-Smoking|No rollaway/extra beds|Wireless internet access|No cribs (infant beds)|WiFi speed - 25+ Mbps|Non-Smoking|Television|Wireless internet access|Soundproofed rooms|Bathrobes|Wardrobe or closet|Daily housekeeping|Free WiFi|Bidet|Phone
B-45809,RB-09703,"Room, Single Use",
B-24104,RB-98236,Run of House,
B-67097,RB-78695,Run of House,
B-57026,RB-87193,"Superior, King",Trash can|Tea/coffee maker|WiFi access|Toiletries|Toilet paper|Flat-screen TV|Electric kettle|Iron|Hangers|Fridge|Fridge|Water bottle|Water bottle|Non-feather pillow|Non-feather pillow|Satellite channels|Satellite channels|Shampoo|Shampoo|Room service|Room service|Wardrobe/closet|Wardrobe/closet|Air conditioning|Clothes rack|Dental kit|Sewing kit|Trash can|Tea/coffee maker|WiFi access|Toiletries|Toilet paper|Flat-screen TV|Electric kettle|Iron|Hangers|Air conditioning|Clothes rack|Dental kit|Ironing facilities|Ironing facilities|Toilet with grab rails|Toilet with grab rails|Linens|Linens|Fan|Fan|Mirror|Mirror|Blackout curtains|Blackout curtains|Blanket|Blanket|Shower cap|Laundry|Desk|Shower cap|Laundry|Desk|Telephone|Telephone|Body soap|Body soap|Conditioner|Conditioner|Attached washroom|Attached washroom|Towels|Towels|Cushions|Cushions|Safe|Safe|Shower|Hairdryer|Wake up service|Shower|Hairdryer|Wake up service|Housekeeping|Housekeeping|Geyser|Geyser|TV|TV|Sewing kit
B-24455,RB-26496,Run of House,
B-94519,RB-10812,Twin Room,Blanket|Water bottle|Room service|WiFi access|Charging points|Clothes rack|Desk|Air conditioning|Attached washroom|Blanket|Water bottle|Room service|WiFi access|Charging points|Clothes rack|Desk|Air conditioning|Attached washroom
B-20896,RB-25373,Suite,
B-62370,RB-59731,"Executive, Twin",Iron/ironing board (on request)|Soundproofed rooms|Change of bed sheets (on request)|Laptop-friendly workspace|In-room climate control (air conditioning)|Electrical adapters/chargers|Wardrobe or closet|Coffee/tea maker|Daily housekeeping|Free WiFi|Wardrobe or closet|Change of towels (on request)|Coffee/tea maker|Phone|Daily housekeeping|Desk|Free WiFi|Free local calls|Change of towels (on request)|WiFi speed - 25+ Mbps|Phone|Restaurant dining guide|Desk|Free local calls|WiFi speed - 25+ Mbps|Restaurant dining guide|Non-Smoking|Television|Electric kettle|Satellite TV service|Iron/ironing board (on request)|Soundproofed rooms|Change of bed sheets (on request)|Laptop-friendly workspace|In-room climate control (air conditioning)|Electrical adapters/chargers|Towels provided|Hair dryer (on request)|Bedsheets provided|Soap|Towels provided|LED TV|Hair dryer (on request)|Toilet paper|Bedsheets provided|Shower only|Soap|Wireless internet access|LED TV|Shampoo|Toilet paper|Toothbrush and toothpaste available on request|Shower only|Wireless internet access|Shampoo|Toothbrush and toothpaste available on request|TV size measurement: inch|Slippers|Private bathroom|Free toiletries|TV size measurement: inch|Hair dryer|Slippers|TV size: 32|Private bathroom|Rollaway/extra beds (surcharge)|Free toiletries|Rainfall showerhead|Hair dryer|In-room safe|TV size: 32|Free bottled water|Rollaway/extra beds (surcharge)|Rainfall showerhead|In-room safe|Free bottled water|Non-Smoking|Television|Electric kettle|Satellite TV service
B-04362,RB-81724,Run of House,
B-63670,RB-42635,"Standard, King or Twin",
B-90476,RB-95169,"Deluxe, Balcony",
B-90217,RB-09779,Club Premier,Slippers|Tea/coffee maker|Water bottle|Minibar|Desk|Sofa|Trash can|Safe|Fridge|Electric kettle|Hairdryer|Private bathroom|Toiletries|Towels|Satellite channels|Telephone|LAN Internet access|Air conditioning|Fan|Linens
B-56346,RB-79607,Run of House,
B-21871,RB-64628,"Standard, King",
B-96381,RB-14300,Run of House,
B-36014,RB-92097,Run of House,
B-62782,RB-91113,"Deluxe, Double or Twin, City View, Balcony",Towels provided|Hair dryer (on request)|Soap|Toilet paper|Shower only|Wireless internet access|Shampoo|In-room massage available|Private bathroom|Air conditioning|Change of towels (on request)|Microwave|Desk|Cable TV service|Balcony|Meal delivery service available|Free dial-up internet access|Oven|WiFi speed - 100+ Mbps (good for 1–2 people or up to 6 devices)|Towels provided|Hair dryer (on request)|Soap|Toilet paper|Shower only|Smoking|Television|Local maps|Satellite TV service|Change of bed sheets (on request)|Laptop-friendly workspace|Refrigerator|Free wired internet|Daily housekeeping|Free WiFi|Wireless internet access|Shampoo|In-room massage available|Private bathroom|Air conditioning|Microwave|Cable TV service|Meal delivery service available|Oven|Smoking|Television|Local maps|Satellite TV service|Change of bed sheets (on request)|Laptop-friendly workspace|Refrigerator|Free wired internet|Daily housekeeping|Free WiFi|Change of towels (on request)|Desk|Balcony|Free dial-up internet access|WiFi speed - 100+ Mbps (good for 1–2 people or up to 6 devices)
B-13840,RB-14482,"Premier, King",Smoking and Non-Smoking|Turndown service|Bathrobes|Free toiletries|Hair dryer|Partially open bathroom|TV size: 55|Iron/ironing board|Housekeeping on request|Pillow menu|Rainfall showerhead|Pillowtop mattress|In-room safe|Soundproofed rooms|Room service (24 hours)|Change of bed sheets (on request)|Laptop-friendly workspace|Executive level room|Minibar|Free wired internet|Eco-friendly cleaning products provided|Coffee/tea maker|Recycling|Daily housekeeping|LED light bulbs|Soap|Connecting/adjoining rooms available|Toilet paper|Shower only|Shampoo|Slippers|Down comforter|Free bottled water|Premium bedding|Free cribs/infant beds|Electric kettle|Satellite TV service|Pet-friendly room|Smart TV|Espresso maker|Desk|Premium TV channels|Energy-saving switches|Eco-friendly toiletries|Air conditioning|Rollaway/extra beds (surcharge)|Alarm clock|Free newspaper|Desk chair|Smoking and Non-Smoking|Turndown service|Pillow menu|Pillowtop mattress|Soundproofed rooms|Change of bed sheets (on request)|Laptop-friendly workspace|Executive level room|Minibar|Wardrobe or closet|Free wired internet|Coffee/tea maker|Daily housekeeping|Free WiFi|Change of towels (on request)|HDTV|Hypo-allergenic bedding available|Phone|Towels provided|Bedsheets provided|Wireless internet access|TV size measurement: inch|Private bathroom|Bathrobes|Free toiletries|Hair dryer|Partially open bathroom|TV size: 55|Iron/ironing board|Housekeeping on request|Rainfall showerhead|In-room safe|Room service (24 hours)|Free bottled water|Free cribs/infant beds|AirConditioning|LoungeAccess|Refrigerator|Television|Premium bedding|Electric kettle|Satellite TV service|Pet-friendly room|Smart TV|Espresso maker|Desk|Premium TV channels|Energy-saving switches|Eco-friendly toiletries|Eco-friendly cleaning products provided|Recycling|LED light bulbs|Soap|Connecting/adjoining rooms available|Toilet paper|Free WiFi|Change of towels (on request)|HDTV|Hypo-allergenic bedding available|Phone|Towels provided|Bedsheets provided|Shower only|Wireless internet access|Shampoo|TV size measurement: inch|Slippers|Private bathroom|Down comforter|Air conditioning|Rollaway/extra beds (surcharge)|Alarm clock|Free newspaper
B-17889,RB-40404,"Conservatory Garden, King, Garden/Pool View, Balcony",
B-77816,RB-50987,Run of House,
B-17889,RB-60364,"Suite Club, King",Air conditioning|Desk|Charging points|Clothes dryer|Trash can|Wardrobe/closet|Dental kit|Fridge
B-31653,RB-32580,"Cottage, Double, Balcony",
B-94264,RB-28791,Junior Suite,Air conditioning|Free WiFi|Change of towels (on request)|Dishwasher|Kitchen|Desk|Cable TV service|Change of towels (on request)|Phone|Desk|WiFi speed - 50+ Mbps|Towels provided|Soap|Toilet paper|Shower only|Wireless internet access|Shampoo|Non-Smoking|Television|Iron/ironing board (on request)|Soundproofed rooms|Change of bed sheets (on request)|Laptop-friendly workspace|Window screens|Blackout drapes/curtains|Daily housekeeping|Free WiFi|Private bathroom|Refrigerator (on request)|Air conditioning|Dishwasher|Kitchen|Cable TV service|WiFi speed - 50+ Mbps|Towels provided|Non-Smoking|Television|Soap|Toilet paper|Shower only|Wireless internet access|Shampoo|Iron/ironing board (on request)|Soundproofed rooms|Change of bed sheets (on request)|Laptop-friendly workspace|Window screens|Blackout drapes/curtains|Private bathroom|Refrigerator (on request)|Daily housekeeping
B-37330,RB-91767,"Deluxe, City View, Balcony",Soap|Toilet paper|Shower only|Wireless internet access|Shampoo|Private bathroom|Free toiletries|Separate sitting area|Cable TV service|Number of days between bed sheet changes: 3|Free WiFi|Phone|Desk|Balcony|WiFi speed - 50+ Mbps|Restaurant dining guide|Towels provided|Soap|Toilet paper|Smoking|Television|Local maps|Chef|Iron/ironing board (on request)|Soundproofed rooms|Laptop-friendly workspace|In-room climate control (air conditioning)|Number of days between towel changes: 3|Daily housekeeping|Shower only|Wireless internet access|Shampoo|Private bathroom|Free toiletries|Separate sitting area|Cable TV service|Smoking|Television|Local maps|Chef|Iron/ironing board (on request)|Soundproofed rooms|Laptop-friendly workspace|In-room climate control (air conditioning)|Number of days between towel changes: 3|Daily housekeeping|Number of days between bed sheet changes: 3|Free WiFi|Desk|Balcony|WiFi speed - 50+ Mbps|Restaurant dining guide|Towels provided
B-78485,RB-93162,Run of House,
B-41052,RB-12361,Presidential Suite,First aid kit|Safe|Smoke detector|Charging points|Attached washroom|Fridge|Satellite channels|Telephone|Adapter|Air conditioning|Alarm clock|Blackout curtains|Linens|Slippers|Soundproof|Umbrella|Electric kettle|Additional bathroom|Bathroom phone|Hairdryer|Mirror|Private bathroom|Toiletries|Towels|Free WiFi|Hotspots|Tea/coffee maker|Dining table|Water bottle|Free welcome drink|Microwave|Minibar|Wine glasses|Housekeeping - daily|Carpeted|Desk|Separate dining area|Separate living room|Sofa|Trash can|Wardrobe/closet|Clothes dryer|Clothes rack|Dressing room|Ironing facilities|Sewing kit|Accessible by elevator|Upper floors accessible by stairs only|Baby safety gates|Fire extinguisher
B-05160,RB-24276,"Deluxe, Triple",Free WiFi|Rainfall showerhead|Hypo-allergenic bedding available|Separate sitting area|Desk|Free bottled water|Shampoo|Satellite TV service|Laptop-friendly workspace|TV size measurement: cm|In-room climate control (air conditioning)|Private bathroom|Down comforter|Daily housekeeping|TV size: 180|Free WiFi|WiFi speed - 250+ Mbps (good for 3–5 people or up to 10 devices)|Towels provided|Bedsheets provided|Non-Smoking|Soap|Free WiFi (limited) device count - 5|LED TV|Toilet paper|Shower only|Wireless internet access|Rainfall showerhead|Hypo-allergenic bedding available|Separate sitting area|Desk|Free bottled water|WiFi speed - 250+ Mbps (good for 3–5 people or up to 10 devices)|Towels provided|Bedsheets provided|Non-Smoking|Soap|Free WiFi (limited) device count - 5|LED TV|Toilet paper|Shower only|Wireless internet access|Shampoo|Satellite TV service|Laptop-friendly workspace|TV size measurement: cm|In-room climate control (air conditioning)|Private bathroom|Down comforter|Daily housekeeping|TV size: 180
B-80929,RB-53314,"Deluxe, King, Accessible",
B-34993,RB-26658,"Deluxe, Single",
B-34186,RB-29322,"Deluxe, Twin",
B-55166,RB-70607,Suite Business,
B-67705,RB-39143,"Deluxe Studio, Kitchenette",
B-17889,RB-99788,"Royal Suite, Garden View, Balcony",
B-51730,RB-55925,Run of House,
B-01603,RB-06371,Premium Double Room,
B-66148,RB-89527,"Standard, No Air Conditioner",Room service|Shower|Charging points|Hangers|Housekeeping|Mirror|Cushions|Toilet paper|Towels|Flat-screen TV|Cushions|Linens|Toilet paper|Desk|Towels|Trash can|Flat-screen TV|Dental kit|Linens|Desk|Trash can|Dental kit|Accessible by elevator|Air conditioning|Accessible by elevator|Air conditioning|Attached washroom|Water bottle|Room service|Shower|Charging points|Hangers|Housekeeping|Mirror|Attached washroom|Water bottle
B-94366,RB-51526,"Premium, 1 Bed, Single Use",
B-20896,RB-09920,"Junior Suite, 1 Bedroom",Daily housekeeping|Free WiFi|Kitchenette|Phone|Desk|Restaurant dining guide|Towels provided|Bedsheets provided|Soap|Toothbrush and toothpaste available|Daily housekeeping|Toilet paper|Free WiFi|Shower only|Kitchenette|Shampoo|Phone|TV size measurement: inch|Desk|Private bathroom|Restaurant dining guide|Free toiletries|Towels provided|Bedsheets provided|Soap|Toothbrush and toothpaste available|Non-Smoking|Fan|Television|Electric kettle|Satellite TV service|Laptop-friendly workspace|Separate dining area|Blackout drapes/curtains|Wardrobe or closet|Coffee/tea maker|Hair dryer|Air conditioning|TV size: 32|Rollaway/extra beds (surcharge)|Toilet paper|Separate sitting area|Shower only|LCD TV|Shampoo|Free bottled water|TV size measurement: inch|Room service (limited hours)|Private bathroom|Free toiletries|Hair dryer|Air conditioning|TV size: 32|Rollaway/extra beds (surcharge)|Separate sitting area|LCD TV|Free bottled water|Room service (limited hours)|Non-Smoking|Fan|Television|Electric kettle|Satellite TV service|Laptop-friendly workspace|Separate dining area|Blackout drapes/curtains|Wardrobe or closet|Coffee/tea maker
B-49008,RB-19008,Room - 2 Twin,
B-78485,RB-10710,"Room, Single Use",
B-96235,RB-75465,Business Double Room,
B-23652,RB-75261,"Horizon Bangalore Club, 2 Twin, City/Horizon View",Television|Internet
B-31061,RB-18874,"Executive Suite, Balcony, Extra Bed",
B-29268,RB-26442,"Premium, Double or King",
B-21751,RB-77051,"Executive Club, Double or Twin",
B-47170,RB-34011,Run of House,
B-19124,RB-25583,"Deluxe, 2 Twin",Slippers|Private bathroom|Bathrobes|Free toiletries|Hair dryer|Air conditioning|TV size: 50|Iron/ironing board|Free tea bags/instant coffee|Room service (24 hours)|Connecting/adjoining rooms available|Cable TV service|Toilet paper|Free bottled water|Shower only|Visual fire alarm|Shampoo|Toothbrush and toothpaste available on request|Slippers|Location - top floor|Air conditioning|Free tea bags/instant coffee|Premium bedding|Electric kettle|Electrical adapters/chargers|Blackout drapes/curtains|In-room safe (laptop compatible)|Desk|Designer toiletries|No rollaway/extra beds|Premium TV channels|Soap|Cable TV service|Thin carpet in room|Non-Smoking|Television|Desk chair|Turndown service|Pillow menu|Soundproofed rooms|Change of bed sheets (on request)|Laptop-friendly workspace|Minibar|Wardrobe or closet|Hydromassage showerhead|Coffee/tea maker|Daily housekeeping|Change of towels (on request)|Hypo-allergenic bedding available|Phone|Towels provided|Bedsheets provided|LED TV|Mobile key entry|TV size measurement: inch|Private bathroom|Bathrobes|Free toiletries|Hair dryer|TV size: 50|Iron/ironing board|Room service (24 hours)|Free bottled water|Non-Smoking|Television|Desk chair|Turndown service|Premium bedding|Electric kettle|Pillow menu|Soundproofed rooms|Change of bed sheets (on request)|Laptop-friendly workspace|Electrical adapters/chargers|Blackout drapes/curtains|Minibar|Wardrobe or closet|Hydromassage showerhead|Coffee/tea maker|Daily housekeeping|Change of towels (on request)|Hypo-allergenic bedding available|Phone|In-room safe (laptop compatible)|Desk|Designer toiletries|No rollaway/extra beds|Towels provided|Premium TV channels|Bedsheets provided|Soap|Connecting/adjoining rooms available|LED TV|Toilet paper|Shower only|Visual fire alarm|Shampoo|Toothbrush and toothpaste available on request|Mobile key entry|TV size measurement: inch
B-74096,RB-04331,"King Room, Accessible","Iron/ironing board|Rainfall showerhead|In-room safe|Room service (24 hours)|Free bottled water|Free cribs/infant beds|Non-Smoking|Turndown service|Soundproofed rooms|Change of bed sheets (on request)|Connecting/adjoining rooms available|Laptop-friendly workspace|Toothbrush and toothpaste available|In-room climate control (air conditioning)|Toilet paper|Blackout drapes/curtains|Shower only|Wardrobe or closet|Shampoo|Coffee/tea maker|Slippers|Daily housekeeping|Rollaway/extra beds (surcharge)|Non-Smoking|Area rug/s in room|Hardwood flooring in room|Digital TV service|Electric kettle|Smart TV|In-room climate control (air conditioning)|Blackout drapes/curtains|Desk|WiFi speed - 25+ Mbps|LED light bulbs|Soap|Free WiFi (limited) device count - 2|Free WiFi|Change of towels (on request)|Desk|WiFi speed - 25+ Mbps|Turndown service|Restaurant dining guide|Soundproofed rooms|Towels provided|Change of bed sheets (on request)|Highchair|Laptop-friendly workspace|Bedsheets provided|Wardrobe or closet|Soap|Coffee/tea maker|Connecting/adjoining rooms available|Daily housekeeping|Free WiFi|Change of towels (on request)|Individually furnished|Toilet paper|Wireless internet access|Shampoo|Mobile key entry|Phone|Slippers|Restaurant dining guide|Private bathroom|Towels provided|Hair dryer|Highchair|Iron/ironing board|Bedsheets provided|In-room safe|Minibar (stocked, some free items)|Free bottled water|Wireless internet access|Mobile key entry|TV size measurement: inch|Private bathroom|Bathrobes|Free toiletries|Hair dryer|TV size: 55"
